JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise	DateRglt	ModeRglt	NatOp	IdClient	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116495	PRESTATION CONSEIL            	       	       	1	20190101	A-Nouveau MGPCAPTAINCONT PRESTATION CONS 	          0,00	      2400,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED ASSURANCE 	         33,20	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED ASSURANCE 	          0,00	         33,20	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED ASSURANCE 	          0,00	         80,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED ASSURANCE 	         80,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         17,17	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,58	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,53	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,58	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,58	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,58	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,58	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,58	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,58	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,53	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,58	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,58	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         17,17	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	         16,58	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau AIG EUROPE LIMITED RDT ASSURAN 	          0,00	         16,58	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau SCOOTER AM GESTION ASSURANCE 	        114,15	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116497	ASSURANCE                     	       	       	1	20190101	A-Nouveau SCOOTER AM GESTION ASSURANCE 	          0,00	        114,15	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT EA MICROSOFT 	          0,00	         10,50	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT EA MICROSOFT 	         10,50	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT EFQV MICROSOFT 	         10,50	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT EFQV MICROSOFT 	          0,00	         10,50	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT EHV MICROSOFT 	          0,00	         10,50	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT EHV MICROSOFT 	         10,50	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT ELOK MICROSOFT 	         10,50	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT ELOK MICROSOFT 	          0,00	         10,50	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT EREFA MICROSOFT 	          0,00	         10,50	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT EREFA MICROSOFT 	         10,50	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT EXJOS MICROSOFT 	          0,00	         10,50	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116500	MICROSOFT                     	       	       	1	20190101	A-Nouveau MSFT EXJOS MICROSOFT 	         10,50	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116512	PUBLICITE                     	       	       	1	20190101	A-Nouveau VISTAPRVISTAPRINT COM PUBLICIT 	          0,00	         27,96	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40116512	PUBLICITE                     	       	       	1	20190101	A-Nouveau VISTAPRVISTAPRINT COM PUBLICIT 	         27,96	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau ADEMI RESTAURANT AVEC CLIENTS 	          0,00	         38,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau ADEMI RESTAURANT AVEC CLIENTS 	         38,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau BARBES BRASSERI RESTAURANT AVE 	        152,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau BARBES BRASSERI RESTAURANT AVE 	         75,20	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau BARBES BRASSERI RESTAURANT AVE 	          0,00	        152,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau BARBES BRASSERI RESTAURANT AVE 	          0,00	         75,20	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau CELLIER LA BUTTE RESTAURANT AV 	         59,30	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau CELLIER LA BUTTE RESTAURANT AV 	          0,00	         59,30	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau COMPTOIR PAPILLE RESTAURANT AV 	          0,00	         54,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau COMPTOIR PAPILLE RESTAURANT AV 	         54,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau DEJEUNER AVEC AGENCE DIGITALE 	         94,70	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau DEJEUNER AVEC AGENCE DIGITALE 	          0,00	         94,70	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau DEJEUNER AVEC EDOUARD REMISE, 	          0,00	         46,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau DEJEUNER AVEC EDOUARD REMISE, 	         46,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau DEJEUNER AVEC MARTIN DONADIEU 	          0,00	         24,50	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau DEJEUNER AVEC MARTIN DONADIEU 	         24,50	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau ESPLANADE RESTAURANT AVEC CLIE 	         48,40	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau ESPLANADE RESTAURANT AVEC CLIE 	         20,80	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau ESPLANADE RESTAURANT AVEC CLIE 	          0,00	         48,40	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau ESPLANADE RESTAURANT AVEC CLIE 	          0,00	         20,80	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau FIN DU PROJET SANOFI @TOUCANTO 	         60,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau FIN DU PROJET SANOFI @TOUCANTO 	          0,00	         60,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau FIN DU PROJET SANOFI @TOUCANTO 	          0,00	         47,50	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau FIN DU PROJET SANOFI @TOUCANTO 	         47,50	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau FP SOGI RESTAURANT AVEC CLIENT 	         17,79	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau FP SOGI RESTAURANT AVEC CLIENT 	          0,00	         17,79	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau FRELON CUSTINE RESTAURANT AVEC 	          0,00	         25,40	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau FRELON CUSTINE RESTAURANT AVEC 	         25,40	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau HARPERS RESTAURANT AVEC CLIENT 	          0,00	         52,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau HARPERS RESTAURANT AVEC CLIENT 	         52,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau HORTENSE RESTAURANT AVEC CLIEN 	          0,00	         50,20	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau HORTENSE RESTAURANT AVEC CLIEN 	         50,20	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau IL CAFFE RESTAURANT AVEC CLIEN 	          0,00	         20,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau IL CAFFE RESTAURANT AVEC CLIEN 	         20,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LA MODER RESTAURANT AVEC CLIEN 	         74,20	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LA MODER RESTAURANT AVEC CLIEN 	          0,00	         74,20	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LANGELIQUE RESTAURANT AVEC CLI 	         40,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LANGELIQUE RESTAURANT AVEC CLI 	          0,00	         40,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LE BLOC RESTAURANT AVEC CLIENT 	          0,00	         30,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LE BLOC RESTAURANT AVEC CLIENT 	         30,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LE SAINT HONORE RESTAURANT AVE 	         38,00	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LE SAINT HONORE RESTAURANT AVE 	          0,00	         38,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LES BOLS CHOISEU RESTAURANT AV 	          0,00	         17,60	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LES BOLS CHOISEU RESTAURANT AV 	         17,60	          0,00	   			              	EUR	      	       	       	       	
AN	A-NOUVEAUX 	                               AN0000001	20190101	  40124067	RESTAURANT AVEC CLIENTS       	       	       	1	20190101	A-Nouveau LES PLANCHES RESTAURANT AVEC C 	          0,00	         30,40	   			              	EUR	      	       	       	       	
